146, 28637, 6
147, 28636, 6
148, 28635, 6
149, 815328, 6
150, 815327, 6
151, 815326, 6
152, 26925, 6
153, 26924, 6
154, 26923, 6
155, 35292, 6
156, 35291, 6
157, 35290, 6
158, 12752139, 6
159, 12752138, 6
160, 12752137, 6
164, 122323, 6
165, 122322, 6
166, 122321, 6
167, 6658, 6
168, 6657, 6
169, 6656, 6
170, 22203, 6
171, 22202, 6
172, 22201, 6
173, 20746, 10
174, 20745, 10
175, 20744, 10
176, 169383, 6
177, 169382, 6
178, 169381, 6
179, 9568, 6
180, 9567, 6
181, 9566, 6
182, 15635, 6
183, 15634, 6
184, 15633, 6
185, 509832, 6
186, 509831, 6
187, 509830, 6
191, 5606, 6
192, 5605, 6
193, 5604, 6
197, 19358, 6
198, 19357, 6
199, 19356, 6
200, 101259, 6
201, 101258, 6
202, 101257, 6
203, 6902, 6
204, 6901, 6
205, 6900, 6
206, 7771, 6
207, 7770, 6
208, 7769, 6
212, 11997, 6
213, 11996, 6
214, 11995, 6
215, 6096696, 6
216, 6096695, 6
217, 6096694, 6
218, 319451, 6
219, 319450, 6
220, 319449, 6
224, 16851, 6
225, 16850, 6
226, 16849, 6
227, 5794, 6
228, 5793, 6
229, 5792, 6
230, 18187, 6
231, 18186, 6
232, 18185, 6
236, 13885, 10
237, 13884, 10
238, 13883, 10
242, 81119, 10
243, 81118, 10
244, 81117, 10
245, 1414314, 6
246, 1414313, 6
247, 1414312, 6
248, 32881, 6
249, 32880, 6
250, 32879, 6
251, 273846, 6
252, 273845, 6
253, 273844, 6
254, 15669, 6
255, 15668, 6
256, 15667, 6
257, 36426, 6
258, 36425, 6
259, 36424, 6
260, 173311, 6
261, 173310, 6
262, 173309, 6
263, 237574, 6
264, 237573, 6
265, 237572, 6
266, 10145, 6
267, 10144, 6
268, 10143, 6
269, 99176, 6
270, 99175, 6
271, 99174, 6
275, 20996, 10
276, 20995, 10
277, 20994, 10
281, 716556, 6
282, 716555, 6
283, 716554, 6
284, 501929, 6
285, 501928, 6
286, 501927, 6
287, 77214, 6
288, 77213, 6
289, 77212, 6
290, 79541, 6
291, 79540, 6
292, 79539, 6
293, 38548, 10
294, 38547, 10
295, 38546, 10
296, 798863, 6
297, 798862, 6
298, 798861, 6
299, 27070, 6
300, 27069, 6
301, 27068, 6
302, 40873, 6
303, 40872, 6
304, 40871, 6
305, 5649842, 6
306, 5649841, 6
307, 5649840, 6
308, 77967, 6
309, 77966, 6
310, 77965, 6
311, 102842, 36
312, 102841, 36
313, 102840, 36
314, 27805, 22
315, 27804, 22
316, 27803, 22
320, 22901, 6
321, 22900, 6
322, 22899, 6
323, 358288, 6
324, 358287, 6
325, 358286, 6
326, 9117, 6
327, 9116, 6
328, 9115, 6
332, 50571, 6
333, 50570, 6
334, 50569, 6
335, 42320, 6
336, 42319, 6
337, 42318, 6
338, 196455, 6
339, 196454, 6
340, 196453, 6
344, 34201, 10
345, 34200, 10
346, 34199, 10
347, 296306, 6
348, 296305, 6
349, 296304, 6
356, 21875, 6
357, 21874, 6
358, 21873, 6
362, 13107761, 6
363, 13107760, 6
364, 13107759, 6
365, 133082, 6
366, 133081, 6
367, 133080, 6
368, 52271, 10
369, 52270, 10
370, 52269, 10
371, 37672, 6
372, 37671, 6
373, 37670, 6
374, 35053, 6
375, 35052, 6
376, 35051, 6
377, 123472, 10
378, 123471, 10
379, 123470, 10
380, 30545, 6
381, 30544, 6
382, 30543, 6
386, 39193, 6
387, 39192, 6
388, 39191, 6
389, 329714, 6
390, 329713, 6
391, 329712, 6
392, 808561, 6
393, 808560, 6
394, 808559, 6
395, 114490, 6
396, 114489, 6
397, 114488, 6
398, 15153153, 6
399, 15153152, 6
400, 15153151, 6
401, 22446, 10
402, 22445, 10
403, 22444, 10
404, 355477, 6
405, 355476, 6
406, 355475, 6
407, 97602, 6
408, 97601, 6
409, 97600, 6
410, 3909193, 6
411, 3909192, 6
412, 3909191, 6
413, 432196, 40
414, 432195, 40
415, 432194, 40
416, 85863, 6
417, 85862, 6
418, 85861, 6
419, 418734, 6
420, 418733, 6
421, 418732, 6
422, 399737, 6
423, 399736, 6
424, 399735, 6
425, 42302, 6
426, 42301, 6
427, 42300, 6
428, 72443, 6
429, 72442, 6
430, 72441, 6
434, 418847, 10
435, 418846, 10
436, 418845, 10
437, 91716, 6
438, 91715, 6
439, 91714, 6
440, 172543, 10
441, 172542, 10
442, 172541, 10
446, 15736297, 6
447, 15736296, 6
448, 15736295, 6
449, 46914, 6
450, 46913, 6
451, 46912, 6
452, 15957, 6
453, 15956, 6
454, 15955, 6
455, 109966, 6
456, 109965, 6
457, 109964, 6
458, 59207, 6
459, 59206, 6
460, 59205, 6
461, 89418, 36
462, 89417, 36
463, 89416, 36
464, 62479, 6
465, 62478, 6
466, 62477, 6
467, 3643176, 6
468, 3643175, 6
469, 3643174, 6
470, 76451, 6
471, 76450, 6
472, 76449, 6
473, 577084, 10
474, 577083, 10
475, 577082, 10
476, 168523, 6
477, 168522, 6
478, 168521, 6
482, 376711, 6
483, 376710, 6
484, 376709, 6
485, 759362, 6
486, 759361, 6
487, 759360, 6
491, 156690, 6
492, 156689, 6
493, 156688, 6
503, 42162, 6
504, 42161, 6
505, 42160, 6
509, 54832, 6
510, 54831, 6
511, 54830, 6
512, 80567, 6
513, 80566, 6
514, 80565, 6
515, 64052, 6
516, 64051, 6
517, 64050, 6
518, 94029, 6
519, 94028, 6
520, 94027, 6
521, 1285742, 6
522, 1285741, 6
523, 1285740, 6
524, 90259, 6
525, 90258, 6
526, 90257, 6
527, 73304, 6
528, 73303, 6
529, 73302, 6
530, 50689, 6
531, 50688, 6
532, 50687, 6
533, 907484, 6
534, 907483, 6
535, 907482, 6
536, 316369, 6
537, 316368, 6
538, 316367, 6
542, 6598299, 6
543, 6598298, 6
544, 6598297, 6
551, 24079776, 6
552, 24079775, 6
553, 24079774, 6
554, 147607, 10
555, 147606, 10
556, 147605, 10
557, 1200960, 6
558, 1200959, 6
559, 1200958, 6
560, 53867, 6
561, 53866, 6
562, 53865, 6
563, 6262408, 6
564, 6262407, 6
565, 6262406, 6
566, 21741, 10
567, 21740, 10
568, 21739, 10
572, 35563, 6
573, 35562, 6
574, 35561, 6
575, 709698, 6
576, 709697, 6
577, 709696, 6
578, 9376009, 6
579, 9376008, 6
580, 9376007, 6
581, 104486, 6
582, 104485, 6
583, 104484, 6
587, 71436, 6
588, 71435, 6
589, 71434, 6
590, 280907, 10
591, 280906, 10
592, 280905, 10
593, 740404, 10
594, 740403, 10
595, 740402, 10
599, 184506, 6
600, 184505, 6
601, 184504, 6
602, 174439, 6
603, 174438, 6
604, 174437, 6
605, 208412, 6
606, 208411, 6
607, 208410, 6
608, 807559, 6
609, 807558, 6
610, 807557, 6
611, 64126, 6
612, 64125, 6
613, 64124, 6
614, 180649, 6
615, 180648, 6
616, 180647, 6
620, 87617, 6
621, 87616, 6
622, 87615, 6
623, 2942614, 6
624, 2942613, 6
625, 2942612, 6
629, 3239384, 6
630, 3239383, 6
631, 3239382, 6
632, 5617523, 6
633, 5617522, 6
634, 5617521, 6
635, 442360, 6
636, 442359, 6
637, 442358, 6
638, 68585, 6
639, 68584, 6
640, 68583, 6
641, 29112, 6
642, 29111, 6
643, 29110, 6
644, 1086567, 6
645, 1086566, 6
646, 1086565, 6
647, 37688, 6
648, 37687, 6
649, 37686, 6
650, 123915, 6
651, 123914, 6
652, 123913, 6
653, 821146, 22
654, 821145, 22
655, 821144, 22
656, 124777, 6
657, 124776, 6
658, 124775, 6
659, 15492176, 36
660, 15492175, 36
661, 15492174, 36
662, 62435, 6
663, 62434, 6
664, 62433, 6
668, 274159, 6
669, 274158, 6
670, 274157, 6
671, 282720, 6
672, 282719, 6
673, 282718, 6
674, 78399, 6
675, 78398, 6
676, 78397, 6
677, 936260, 6
678, 936259, 6
679, 936258, 6
680, 622185, 6
681, 622184, 6
682, 622183, 6
683, 2994110, 6
684, 2994109, 6
685, 2994108, 6
689, 100444, 6
690, 100443, 6
691, 100442, 6
692, 216627, 10
693, 216626, 10
694, 216625, 10
695, 2407376, 6
696, 2407375, 6
697, 2407374, 6
698, 5737887, 6
699, 5737886, 6
700, 5737885, 6
704, 78591, 6
705, 78590, 6
706, 78589, 6
710, 159573, 6
711, 159572, 6
712, 159571, 6
713, 8551292, 6
714, 8551291, 6
715, 8551290, 6
722, 961691, 6
723, 961690, 6
724, 961689, 6
725, 514322, 6
726, 514321, 6
727, 514320, 6
731, 457810, 36
732, 457809, 36
733, 457808, 36
734, 282417, 22
735, 282416, 22
736, 282415, 22
737, 493728, 6
738, 493727, 6
739, 493726, 6
740, 2318535, 6
741, 2318534, 6
742, 2318533, 6
743, 590996, 6
744, 590995, 6
745, 590994, 6
746, 124081, 6
747, 124080, 6
748, 124079, 6
749, 137018, 6
750, 137017, 6
751, 137016, 6
752, 270011, 6
753, 270010, 6
754, 270009, 6
758, 528095, 6
759, 528094, 6
760, 528093, 6
764, 159471, 6
765, 159470, 6
766, 159469, 6
767, 1173452, 6
768, 1173451, 6
769, 1173450, 6
770, 168625, 6
771, 168624, 6
772, 168623, 6
773, 4326300, 6
774, 4326299, 6
775, 4326298, 6
776, 400227, 6
777, 400226, 6
778, 400225, 6
782, 1007807, 6
783, 1007806, 6
784, 1007805, 6
785, 660546, 6
786, 660545, 6
787, 660544, 6
800, 82205, 6
801, 82204, 6
802, 82203, 6
803, 2483770, 6
804, 2483769, 6
805, 2483768, 6
806, 287041, 6
807, 287040, 6
808, 287039, 6
809, 373660, 6
810, 373659, 6
811, 373658, 6
812, 590917, 64
813, 590916, 64
814, 590915, 64
815, 85480, 6
816, 85479, 6
817, 85478, 6
818, 696269, 6
819, 696268, 6
820, 696267, 6
821, 18951460, 6
822, 18951459, 6
823, 18951458, 6
824, 1356451, 10
825, 1356450, 10
826, 1356449, 10
827, 9747072, 6
828, 9747071, 6
829, 9747070, 6
830, 3512913, 6
831, 3512912, 6
832, 3512911, 6
836, 545625, 6
837, 545624, 6
838, 545623, 6
839, 1516650, 10
840, 1516649, 10
841, 1516648, 10
845, 98584, 116
846, 98583, 116
847, 98582, 116
851, 466894, 6
852, 466893, 6
853, 466892, 6
854, 486159, 6
855, 486158, 6
856, 486157, 6
860, 242123, 6
861, 242122, 6
862, 242121, 6
863, 780728, 6
864, 780727, 6
865, 780726, 6
866, 213637, 6
867, 213636, 6
868, 213635, 6
869, 533354, 6
870, 533353, 6
871, 533352, 6
872, 307171, 6
873, 307170, 6
874, 307169, 6
875, 828822, 6
876, 828821, 6
877, 828820, 6
878, 699829, 6
879, 699828, 6
880, 699827, 6
881, 527284, 6
882, 527283, 6
883, 527282, 6
884, 104645, 10
885, 104644, 10
886, 104643, 10
890, 455737, 6
891, 455736, 6
892, 455735, 6
893, 102768, 6
894, 102767, 6
895, 102766, 6
896, 3807497, 6
897, 3807496, 6
898, 3807495, 6
899, 8625080, 6
900, 8625079, 6
901, 8625078, 6
902, 523655, 6
903, 523654, 6
904, 523653, 6
908, 351325, 6
909, 351324, 6
910, 351323, 6
914, 8953307, 6
915, 8953306, 6
916, 8953305, 6
917, 86748, 6
918, 86747, 6
919, 86746, 6
920, 2561469, 6
921, 2561468, 6
922, 2561467, 6
923, 1448750, 6
924, 1448749, 6
925, 1448748, 6
926, 466045, 10
927, 466044, 10
928, 466043, 10
932, 1229059, 6
933, 1229058, 6
934, 1229057, 6
941, 2414254, 6
942, 2414253, 6
943, 2414252, 6
944, 733609, 34
945, 733608, 34
946, 733607, 34
947, 1666030, 6
948, 1666029, 6
949, 1666028, 6
950, 3564825, 6
951, 3564824, 6
952, 3564823, 6
953, 297802, 6
954, 297801, 6
955, 297800, 6
956, 2160759, 10
957, 2160758, 10
958, 2160757, 10
962, 103785, 6
963, 103784, 6
964, 103783, 6
965, 217316, 6
966, 217315, 6
967, 217314, 6
968, 4099205, 16
969, 4099204, 16
970, 4099203, 16
974, 976203, 6
975, 976202, 6
976, 976201, 6
983, 417438, 6
984, 417437, 6
985, 417436, 6
986, 202509, 6
987, 202508, 6
988, 202507, 6
989, 569060, 6
990, 569059, 6
991, 569058, 6
992, 4976119, 6
993, 4976118, 6
994, 4976117, 6
995, 210290, 6
996, 210289, 6
997, 210288, 6
998, 324031, 6
999, 324030, 6
1000, 324029, 6
1001, 2276154, 6
1002, 2276153, 6
1003, 2276152, 6
1004, 142195, 22
1005, 142194, 22
1006, 142193, 22
1010, 1911707, 10
1011, 1911706, 10
1012, 1911705, 10
1019, 4895278, 6
1020, 4895277, 6
1021, 4895276, 6
1022, 3782669, 6
1023, 3782668, 6
1024, 3782667, 6
1025, 566526, 6
1026, 566525, 6
1027, 566524, 6
1031, 960868, 6
1032, 960867, 6
1033, 960866, 6
1034, 9387305, 6
1035, 9387304, 6
1036, 9387303, 6
1037, 2579522, 6
1038, 2579521, 6
1039, 2579520, 6
1040, 468181, 6
1041, 468180, 6
1042, 468179, 6
1046, 3734865, 6
1047, 3734864, 6
1048, 3734863, 6
1049, 16510874, 6
1050, 16510873, 6
1051, 16510872, 6
1052, 1806209, 6
1053, 1806208, 6
1054, 1806207, 6
1055, 2520550, 6
1056, 2520549, 6
1057, 2520548, 6
1058, 394513, 6
1059, 394512, 6
1060, 394511, 6
1064, 241599, 6
1065, 241598, 6
1066, 241597, 6
1067, 206134, 28
1068, 206133, 28
1069, 206132, 28
1070, 2574923, 6
1071, 2574922, 6
1072, 2574921, 6
1076, 134137, 6
1077, 134136, 6
1078, 134135, 6
1079, 603288, 6
1080, 603287, 6
1081, 603286, 6
1082, 646103, 6
1083, 646102, 6
1084, 646101, 6
1085, 1894994, 6
1086, 1894993, 6
1087, 1894992, 6
1088, 252327, 6
1089, 252326, 6
1090, 252325, 6
1091, 115210, 6
1092, 115209, 6
1093, 115208, 6
1103, 986070, 6
1104, 986069, 6
1105, 986068, 6
1106, 1204039, 6
1107, 1204038, 6
1108, 1204037, 6
1109, 12210920, 6
1110, 12210919, 6
1111, 12210918, 6
1112, 217071, 10
1113, 217070, 10
1114, 217069, 10
1115, 666278, 6
1116, 666277, 6
1117, 666276, 6
1118, 8404437, 6
1119, 8404436, 6
1120, 8404435, 6
1121, 5716446, 6
1122, 5716445, 6
1123, 5716444, 6
1127, 401090, 6
1128, 401089, 6
1129, 401088, 6
1133, 372304, 32
1134, 372303, 32
1135, 372302, 32
1136, 1338595, 6
1137, 1338594, 6
1138, 1338593, 6
1139, 169844, 6
1140, 169843, 6
1141, 169842, 6
1142, 260567, 22
1143, 260566, 22
1144, 260565, 22
1154, 2338587, 6
1155, 2338586, 6
1156, 2338585, 6
1157, 443610, 10
1158, 443609, 10
1159, 443608, 10
1160, 185245, 6
1161, 185244, 6
1162, 185243, 6
1163, 10433516, 6
1164, 10433515, 6
1165, 10433514, 6
1166, 206245, 6
1167, 206244, 6
1168, 206243, 6
1169, 497342, 6
1170, 497341, 6
1171, 497340, 6
1175, 1673662, 6
1176, 1673661, 6
1177, 1673660, 6
1181, 434030, 6
1182, 434029, 6
1183, 434028, 6
1184, 320123, 6
1185, 320122, 6
1186, 320121, 6
1190, 4353501, 6
1191, 4353500, 6
1192, 4353499, 6
1193, 1673686, 6
1194, 1673685, 6
1195, 1673684, 6
1196, 3709103, 6
1197, 3709102, 6
1198, 3709101, 6
1199, 16676576, 6
1200, 16676575, 6
1201, 16676574, 6
1202, 258419, 6
1203, 258418, 6
1204, 258417, 6
1205, 23662150, 6
1206, 23662149, 6
1207, 23662148, 6
1208, 5151231, 6
1209, 5151230, 6
1210, 5151229, 6
1211, 5460108, 6
1212, 5460107, 6
1213, 5460106, 6
1217, 1000768, 6
1218, 1000767, 6
1219, 1000766, 6
1220, 496061, 6
1221, 496060, 6
1222, 496059, 6
1223, 1215382, 6
1224, 1215381, 6
1225, 1215380, 6
1229, 518868, 36
1230, 518867, 36
1231, 518866, 36
1235, 19453050, 6
1236, 19453049, 6
1237, 19453048, 6
1238, 781663, 6
1239, 781662, 6
1240, 781661, 6
1241, 1071698, 6
1242, 1071697, 6
1243, 1071696, 6
1244, 5159173, 6
1245, 5159172, 6
1246, 5159171, 6
1247, 9429230, 6
1248, 9429229, 6
1249, 9429228, 6
1250, 345165, 6
1251, 345164, 6
1252, 345163, 6
1253, 4956510, 6
1254, 4956509, 6
1255, 4956508, 6
1256, 399279, 6
1257, 399278, 6
1258, 399277, 6
1259, 7330968, 36
1260, 7330967, 36
1261, 7330966, 36
1262, 719667, 6
1263, 719666, 6
1264, 719665, 6
1265, 1293764, 28
1266, 1293763, 28
1267, 1293762, 28
1268, 1263715, 10
1269, 1263714, 10
1270, 1263713, 10
1271, 1450482, 6
1272, 1450481, 6
1273, 1450480, 6
1274, 389883, 6
1275, 389882, 6
1276, 389881, 6
1277, 4696232, 6
1278, 4696231, 6
1279, 4696230, 6
1280, 1311973, 6
1281, 1311972, 6
1282, 1311971, 6
1283, 340016, 6
1284, 340015, 6
1285, 340014, 6
1286, 2729507, 28
1287, 2729506, 28
1288, 2729505, 28
1289, 13690682, 6
1290, 13690681, 6
1291, 13690680, 6
1292, 1315459, 10
1293, 1315458, 10
1294, 1315457, 10
1298, 194555, 6
1299, 194554, 6
1300, 194553, 6
1301, 517468, 6
1302, 517467, 6
1303, 517466, 6
1304, 3084785, 6
1305, 3084784, 6
1306, 3084783, 6
1307, 2980108, 6
1308, 2980107, 6
1309, 2980106, 6
1313, 4024452, 6
1314, 4024451, 6
1315, 4024450, 6
1316, 14578065, 6
1317, 14578064, 6
1318, 14578063, 6
1319, 632294, 6
1320, 632293, 6
1321, 632292, 6
1322, 9013831, 6
1323, 9013830, 6
1324, 9013829, 6
1325, 481618, 6
1326, 481617, 6
1327, 481616, 6
1331, 540384, 6
1332, 540383, 6
1333, 540382, 6
1334, 2245545, 6
1335, 2245544, 6
1336, 2245543, 6
1340, 2265927, 6
1341, 2265926, 6
1342, 2265925, 6
1346, 7047277, 6
1347, 7047276, 6
1348, 7047275, 6
1349, 1788808, 6
1350, 1788807, 6
1351, 1788806, 6
1352, 687627, 6
1353, 687626, 6
1354, 687625, 6
1355, 7570884, 40
1356, 7570883, 40
1357, 7570882, 40
1361, 14328976, 6
1362, 14328975, 6
1363, 14328974, 6
1364, 498371, 6
1365, 498370, 6
1366, 498369, 6
1367, 622214, 6
1368, 622213, 6
1369, 622212, 6
1370, 6088797, 6
1371, 6088796, 6
1372, 6088795, 6
1373, 533548, 16
1374, 533547, 16
1375, 533546, 16
1376, 250657, 6
1377, 250656, 6
1378, 250655, 6
1382, 230341, 6
1383, 230340, 6
1384, 230339, 6
1388, 990459, 22
1389, 990458, 22
1390, 990457, 22
1391, 4649944, 6
1392, 4649943, 6
1393, 4649942, 6
1394, 1107837, 6
1395, 1107836, 6
1396, 1107835, 6
1400, 6072735, 6
1401, 6072734, 6
1402, 6072733, 6
1406, 1637887, 6
1407, 1637886, 6
1408, 1637885, 6
1412, 1275499, 6
1413, 1275498, 6
1414, 1275497, 6
1415, 733678, 6
1416, 733677, 6
1417, 733676, 6
1418, 1600981, 6
1419, 1600980, 6
1420, 1600979, 6
1421, 1388784, 22
1422, 1388783, 22
1423, 1388782, 22
1424, 538167, 36
1425, 538166, 36
1426, 538165, 36
1427, 15161800, 6
1428, 15161799, 6
1429, 15161798, 6
1430, 2621361, 6
1431, 2621360, 6
1432, 2621359, 6
1433, 2274232, 6
1434, 2274231, 6
1435, 2274230, 6
1436, 1062359, 6
1437, 1062358, 6
1438, 1062357, 6
1442, 739839, 6
1443, 739838, 6
1444, 739837, 6
1445, 4698298, 6
1446, 4698297, 6
1447, 4698296, 6
1448, 882523, 6
1449, 882522, 6
1450, 882521, 6
1451, 295318, 6
1452, 295317, 6
1453, 295316, 6
1454, 400609, 6
1455, 400608, 6
1456, 400607, 6
1460, 1220447, 10
1461, 1220446, 10
1462, 1220445, 10
1466, 2039669, 6
1467, 2039668, 6
1468, 2039667, 6
1469, 5332650, 6
1470, 5332649, 6
1471, 5332648, 6
1475, 20290576, 6
1476, 20290575, 6
1477, 20290574, 6
1481, 10284520, 10
1482, 10284519, 10
1483, 10284518, 10
1487, 4443186, 6
1488, 4443185, 6
1489, 4443184, 6
1490, 1150251, 10
1491, 1150250, 10
1492, 1150249, 10
1496, 24078941, 10
1497, 24078940, 10
1498, 24078939, 10
1499, 371778, 6
1500, 371777, 6
1501, 371776, 6
1502, 938567, 34
1503, 938566, 34
1504, 938565, 34
1508, 7275569, 10
1509, 7275568, 10
1510, 7275567, 10
1511, 10320954, 6
1512, 10320953, 6
1513, 10320952, 6
1517, 528906, 6
1518, 528905, 6
1519, 528904, 6
1520, 4103767, 6
1521, 4103766, 6
1522, 4103765, 6
1523, 3284938, 10
1524, 3284937, 10
1525, 3284936, 10
1529, 15812986, 6
1530, 15812985, 6
1531, 15812984, 6
1532, 335631, 10
1533, 335630, 10
1534, 335629, 10
1535, 16727212, 6
1536, 16727211, 6
1537, 16727210, 6
1544, 4792195, 6
1545, 4792194, 6
1546, 4792193, 6
1547, 495606, 6
1548, 495605, 6
1549, 495604, 6
1556, 1671817, 10
1557, 1671816, 10
1558, 1671815, 10
1559, 727266, 36
1560, 727265, 36
1561, 727264, 36
1565, 2968044, 14
1566, 2968043, 14
1567, 2968042, 14
1571, 9547742, 6
1572, 9547741, 6
1573, 9547740, 6
1574, 5398467, 6
1575, 5398466, 6
1576, 5398465, 6
1577, 1749926, 6
1578, 1749925, 6
1579, 1749924, 6
1580, 1594539, 10
1581, 1594538, 10
1582, 1594537, 10
1583, 2283676, 6
1584, 2283675, 6
1585, 2283674, 6
1586, 11752989, 6
1587, 11752988, 6
1588, 11752987, 6
1592, 1726783, 10
1593, 1726782, 10
1594, 1726781, 10
1595, 1066386, 6
1596, 1066385, 6
1597, 1066384, 6
1601, 302464, 10
1602, 302463, 10
1603, 302462, 10
1604, 6243587, 6
1605, 6243586, 6
1606, 6243585, 6
1607, 499898, 6
1608, 499897, 6
1609, 499896, 6
1610, 598447, 6
1611, 598446, 6
1612, 598445, 6
1616, 10231435, 6
1617, 10231434, 6
1618, 10231433, 6
1619, 679570, 6
1620, 679569, 6
1621, 679568, 6
1622, 4264399, 6
1623, 4264398, 6
1624, 4264397, 6
1625, 19446602, 10
1626, 19446601, 10
1627, 19446600, 10
1628, 1682443, 6
1629, 1682442, 6
1630, 1682441, 6
1640, 379105, 6
1641, 379104, 6
1642, 379103, 6
1643, 8243758, 6
1644, 8243757, 6
1645, 8243756, 6
1646, 5141743, 6
1647, 5141742, 6
1648, 5141741, 6
1649, 4033654, 6
1650, 4033653, 6
1651, 4033652, 6
1652, 947535, 6
1653, 947534, 6
1654, 947533, 6
1655, 1301840, 6
1656, 1301839, 6
1657, 1301838, 6
1658, 364911, 6
1659, 364910, 6
1660, 364909, 6
1673, 1033482, 6
1674, 1033481, 6
1675, 1033480, 6
1682, 5040261, 6
1683, 5040260, 6
1684, 5040259, 6
1691, 664552, 6
1692, 664551, 6
1693, 664550, 6
1694, 1210065, 6
1695, 1210064, 6
1696, 1210063, 6
1700, 4512541, 6
1701, 4512540, 6
1702, 4512539, 6
1703, 1194338, 6
1704, 1194337, 6
1705, 1194336, 6
1709, 405126, 6
1710, 405125, 6
1711, 405124, 6
1712, 2252405, 6
1713, 2252404, 6
1714, 2252403, 6
1718, 2431191, 6
1719, 2431190, 6
1720, 2431189, 6
1721, 4515602, 6
1722, 4515601, 6
1723, 4515600, 6
1724, 1607419, 16
1725, 1607418, 16
1726, 1607417, 16
1727, 657142, 6
1728, 657141, 6
1729, 657140, 6
1730, 1852617, 6
1731, 1852616, 6
1732, 1852615, 6
1733, 1688914, 6
1734, 1688913, 6
1735, 1688912, 6
1736, 971369, 10
1737, 971368, 10
1738, 971367, 10
1739, 3568258, 6
1740, 3568257, 6
1741, 3568256, 6
1742, 325789, 6
1743, 325788, 6
1744, 325787, 6
1745, 848886, 10
1746, 848885, 10
1747, 848884, 10
1748, 2542547, 6
1749, 2542546, 6
1750, 2542545, 6
1751, 8737874, 6
1752, 8737873, 6
1753, 8737872, 6
1760, 2300213, 6
1761, 2300212, 6
1762, 2300211, 6
1772, 4795855, 6
1773, 4795854, 6
1774, 4795853, 6
1775, 533722, 26
1776, 533721, 26
1777, 533720, 26
1778, 4886475, 6
1779, 4886474, 6
1780, 4886473, 6
1781, 2047582, 6
1782, 2047581, 6
1783, 2047580, 6
1790, 3649385, 6
1791, 3649384, 6
1792, 3649383, 6
1793, 15330408, 6
1794, 15330407, 6
1795, 15330406, 6
1811, 291924, 6
1812, 291923, 6
1813, 291922, 6
1820, 5954785, 6
1821, 5954784, 6
1822, 5954783, 6
1838, 22694849, 6
1839, 22694848, 6
1840, 22694847, 6
1841, 22779646, 6
1842, 22779645, 6
1843, 22779644, 6
1862, 729789, 6
1863, 729788, 6
1864, 729787, 6
1865, 6932064, 28
1866, 6932063, 28
1867, 6932062, 28
1871, 835914, 6
1872, 835913, 6
1873, 835912, 6
1877, 6708644, 6
1878, 6708643, 6
1879, 6708642, 6
1880, 7964221, 6
1881, 7964220, 6
1882, 7964219, 6
1883, 657592, 6
1884, 657591, 6
1885, 657590, 6
1892, 1302481, 6
1893, 1302480, 6
1894, 1302479, 6
1898, 3279541, 6
1899, 3279540, 6
1900, 3279539, 6
1901, 3176144, 10
1902, 3176143, 10
1903, 3176142, 10
1904, 654423, 6
1905, 654422, 6
1906, 654421, 6
1907, 2567534, 58
1908, 2567533, 58
1909, 2567532, 58
1913, 402848, 6
1914, 402847, 6
1915, 402846, 6
1916, 7454649, 6
1917, 7454648, 6
1918, 7454647, 6
1922, 3820831, 6
